round,method,scenario,path_chosen,rtt_ms,status,reason,timestamp
25,lstm_predictor,path1_degraded,2,0,dropped,both_degraded_choose_better,2026-04-30T08:13:19.077493
26,lstm_predictor,path1_degraded,2,60.13,success,path1_predicted_degraded,2026-04-30T08:13:19.512673
27,lstm_predictor,path1_degraded,2,75.19,success,path1_predicted_degraded,2026-04-30T08:13:19.772728
28,lstm_predictor,path1_degraded,2,98.71,success,path1_predicted_degraded,2026-04-30T08:13:20.053378
29,lstm_predictor,path1_degraded,2,97.07,success,path1_predicted_degraded,2026-04-30T08:13:20.329935
30,lstm_predictor,path1_degraded,2,71.61,success,both_degraded_choose_better,2026-04-30T08:13:20.762333
31,lstm_predictor,path1_degraded,2,0,dropped,both_degraded_choose_better,2026-04-30T08:13:21.146414
32,lstm_predictor,path1_degraded,2,88.77,success,both_degraded_choose_better,2026-04-30T08:13:21.584467
33,lstm_predictor,path1_degraded,2,61.2,success,path1_predicted_degraded,2026-04-30T08:13:22.003516
34,lstm_predictor,path1_degraded,2,89.38,success,path1_predicted_degraded,2026-04-30T08:13:22.476711
35,lstm_predictor,path1_degraded,2,93.53,success,both_degraded_choose_better,2026-04-30T08:13:22.905021
36,lstm_predictor,path1_degraded,2,84.85,success,both_degraded_choose_better,2026-04-30T08:13:23.170696
37,lstm_predictor,path1_degraded,2,83.36,success,both_degraded_choose_better,2026-04-30T08:13:23.617434
38,lstm_predictor,path1_degraded,2,60.52,success,both_degraded_choose_better,2026-04-30T08:13:24.088618
39,lstm_predictor,path1_degraded,2,73.89,success,both_degraded_choose_better,2026-04-30T08:13:24.496751
40,lstm_predictor,path1_degraded,2,93.92,success,both_degraded_choose_better,2026-04-30T08:13:24.962269
41,lstm_predictor,path1_degraded,2,75.78,success,both_degraded_choose_better,2026-04-30T08:13:25.389319
42,lstm_predictor,path1_degraded,2,60.86,success,path1_predicted_degraded,2026-04-30T08:13:25.775972
43,lstm_predictor,path1_degraded,2,96.47,success,path1_predicted_degraded,2026-04-30T08:13:26.277361
44,lstm_predictor,path1_degraded,2,63.66,success,path1_predicted_degraded,2026-04-30T08:13:26.684947
45,lstm_predictor,path1_degraded,2,61.29,success,path1_predicted_degraded,2026-04-30T08:13:27.076023
46,lstm_predictor,path1_degraded,2,82.21,success,path1_predicted_degraded,2026-04-30T08:13:27.548857
47,lstm_predictor,path1_degraded,2,84.01,success,path1_predicted_degraded,2026-04-30T08:13:27.968842
48,lstm_predictor,path1_degraded,2,74.23,success,path1_predicted_degraded,2026-04-30T08:13:28.432747
49,lstm_predictor,path1_degraded,2,98.04,success,path1_predicted_degraded,2026-04-30T08:13:28.883593
50,lstm_predictor,path1_degraded,2,0,dropped,path1_predicted_degraded,2026-04-30T08:13:29.290798
51,lstm_predictor,path1_degraded,2,0,dropped,path1_predicted_degraded,2026-04-30T08:13:29.482149
52,lstm_predictor,path1_degraded,2,85.68,success,path1_predicted_degraded,2026-04-30T08:13:29.903775
53,lstm_predictor,path1_degraded,2,69.33,success,path1_predicted_degraded,2026-04-30T08:13:30.315335
54,lstm_predictor,path1_degraded,2,70.38,success,path1_predicted_degraded,2026-04-30T08:13:30.752353
55,lstm_predictor,path1_degraded,2,80.4,success,path1_predicted_degraded,2026-04-30T08:13:31.174291
56,lstm_predictor,path1_degraded,2,96.81,success,path1_predicted_degraded,2026-04-30T08:13:31.628498
57,lstm_predictor,path1_degraded,2,64.89,success,path1_predicted_degraded,2026-04-30T08:13:31.881084
58,lstm_predictor,path1_degraded,2,80.58,success,path1_predicted_degraded,2026-04-30T08:13:32.361605
59,lstm_predictor,path1_degraded,2,79.18,success,path1_predicted_degraded,2026-04-30T08:13:32.763992
60,lstm_predictor,path1_degraded,2,72.64,success,path1_predicted_degraded,2026-04-30T08:13:33.196816
61,lstm_predictor,path1_degraded,2,94.39,success,path1_predicted_degraded,2026-04-30T08:13:33.628230
62,lstm_predictor,path1_degraded,2,91.0,success,path1_predicted_degraded,2026-04-30T08:13:34.096628
63,lstm_predictor,path1_degraded,2,83.15,success,path1_predicted_degraded,2026-04-30T08:13:34.515995
64,lstm_predictor,path1_degraded,2,67.46,success,path1_predicted_degraded,2026-04-30T08:13:34.933110
65,lstm_predictor,path1_degraded,2,69.74,success,path1_predicted_degraded,2026-04-30T08:13:35.379202
66,lstm_predictor,path1_degraded,2,0,dropped,path1_predicted_degraded,2026-04-30T08:13:35.751857
67,lstm_predictor,path1_degraded,2,86.56,success,path1_predicted_degraded,2026-04-30T08:13:39.127597
68,lstm_predictor,path1_degraded,2,70.12,success,path1_predicted_degraded,2026-04-30T08:13:39.556490
69,lstm_predictor,path1_degraded,2,69.16,success,path1_predicted_degraded,2026-04-30T08:13:39.992770
70,lstm_predictor,path1_degraded,2,90.68,success,path1_predicted_degraded,2026-04-30T08:13:40.470433
71,lstm_predictor,path1_degraded,2,80.51,success,path1_predicted_degraded,2026-04-30T08:13:40.737253
72,lstm_predictor,path1_degraded,2,70.21,success,path1_predicted_degraded,2026-04-30T08:13:40.988723
73,lstm_predictor,path1_degraded,2,97.18,success,path1_predicted_degraded,2026-04-30T08:13:41.265803
74,lstm_predictor,path1_degraded,2,94.6,success,both_degraded_choose_better,2026-04-30T08:13:41.737209
75,lstm_predictor,path1_degraded,2,70.44,success,both_degraded_choose_better,2026-04-30T08:13:41.998297
76,lstm_predictor,path1_degraded,2,68.7,success,path1_predicted_degraded,2026-04-30T08:13:42.442573
77,lstm_predictor,path1_degraded,2,67.34,success,path1_predicted_degraded,2026-04-30T08:13:42.835943
78,lstm_predictor,path1_degraded,2,93.49,success,path1_predicted_degraded,2026-04-30T08:13:43.282978
79,lstm_predictor,path1_degraded,2,63.88,success,path1_predicted_degraded,2026-04-30T08:13:43.716374
80,lstm_predictor,path1_degraded,2,84.1,success,path1_predicted_degraded,2026-04-30T08:13:44.169089
81,lstm_predictor,path1_degraded,2,70.21,success,path1_predicted_degraded,2026-04-30T08:13:44.641810
82,lstm_predictor,path1_degraded,2,68.91,success,path1_predicted_degraded,2026-04-30T08:13:45.109699
83,lstm_predictor,path1_degraded,2,94.05,success,path1_predicted_degraded,2026-04-30T08:13:45.560285
84,lstm_predictor,path1_degraded,2,62.0,success,path1_predicted_degraded,2026-04-30T08:13:45.821415
85,lstm_predictor,path1_degraded,2,76.7,success,path1_predicted_degraded,2026-04-30T08:13:46.235662
86,lstm_predictor,path1_degraded,2,61.43,success,path1_predicted_degraded,2026-04-30T08:13:46.703030
87,lstm_predictor,path1_degraded,2,66.86,success,path1_predicted_degraded,2026-04-30T08:13:47.111587
88,lstm_predictor,path1_degraded,2,60.1,success,path1_predicted_degraded,2026-04-30T08:13:47.496784
89,lstm_predictor,path1_degraded,2,63.87,success,path1_predicted_degraded,2026-04-30T08:13:47.941329
90,lstm_predictor,path1_degraded,2,99.07,success,path1_predicted_degraded,2026-04-30T08:13:48.420179
91,lstm_predictor,path1_degraded,2,92.93,success,path1_predicted_degraded,2026-04-30T08:13:48.856650
92,lstm_predictor,path1_degraded,2,86.82,success,path1_predicted_degraded,2026-04-30T08:13:49.332893
93,lstm_predictor,path1_degraded,2,97.51,success,path1_predicted_degraded,2026-04-30T08:13:49.809734
94,lstm_predictor,path1_degraded,2,61.72,success,path1_predicted_degraded,2026-04-30T08:13:50.268095
95,lstm_predictor,path1_degraded,2,84.38,success,both_degraded_choose_better,2026-04-30T08:13:50.749691
96,lstm_predictor,path1_degraded,2,82.41,success,both_degraded_choose_better,2026-04-30T08:13:51.196876
97,lstm_predictor,path1_degraded,2,81.63,success,both_degraded_choose_better,2026-04-30T08:13:51.641751
98,lstm_predictor,path1_degraded,2,82.49,success,both_degraded_choose_better,2026-04-30T08:13:52.121024
99,lstm_predictor,path1_degraded,2,98.14,success,both_degraded_choose_better,2026-04-30T08:13:52.565564
100,lstm_predictor,path1_degraded,2,97.69,success,both_degraded_choose_better,2026-04-30T08:13:53.075136
1,round_robin,path2_degraded,1,15.99,success,round_robin,2026-04-30T08:13:53.112332
2,round_robin,path2_degraded,2,163.36,success,round_robin,2026-04-30T08:13:53.275919
3,round_robin,path2_degraded,1,15.43,success,round_robin,2026-04-30T08:13:53.291622
4,round_robin,path2_degraded,2,152.51,success,round_robin,2026-04-30T08:13:53.444409
5,round_robin,path2_degraded,1,17.78,success,round_robin,2026-04-30T08:13:53.462359
6,round_robin,path2_degraded,2,193.3,success,round_robin,2026-04-30T08:13:53.655880
7,round_robin,path2_degraded,1,21.24,success,round_robin,2026-04-30T08:13:53.677297
8,round_robin,path2_degraded,2,0,dropped,round_robin,2026-04-30T08:13:53.677326
9,round_robin,path2_degraded,1,22.75,success,round_robin,2026-04-30T08:13:53.700261
10,round_robin,path2_degraded,2,181.46,success,round_robin,2026-04-30T08:13:53.882000
11,round_robin,path2_degraded,1,24.9,success,round_robin,2026-04-30T08:13:53.907078
12,round_robin,path2_degraded,2,0,dropped,round_robin,2026-04-30T08:13:53.907107
13,round_robin,path2_degraded,1,15.73,success,round_robin,2026-04-30T08:13:53.922948
14,round_robin,path2_degraded,2,0,dropped,round_robin,2026-04-30T08:13:53.922978
15,round_robin,path2_degraded,1,22.01,success,round_robin,2026-04-30T08:13:53.945140
16,round_robin,path2_degraded,2,0,dropped,round_robin,2026-04-30T08:13:53.945169
17,round_robin,path2_degraded,1,16.55,success,round_robin,2026-04-30T08:13:53.961870
18,round_robin,path2_degraded,2,0,dropped,round_robin,2026-04-30T08:13:53.961912
19,round_robin,path2_degraded,1,17.06,success,round_robin,2026-04-30T08:13:53.979133
20,round_robin,path2_degraded,2,201.92,success,round_robin,2026-04-30T08:13:54.181279
21,round_robin,path2_degraded,1,20.53,success,round_robin,2026-04-30T08:13:54.201990
22,round_robin,path2_degraded,2,203.46,success,round_robin,2026-04-30T08:13:54.405593
23,round_robin,path2_degraded,1,23.1,success,round_robin,2026-04-30T08:13:54.428854
24,round_robin,path2_degraded,2,0,dropped,round_robin,2026-04-30T08:13:54.428883
25,round_robin,path2_degraded,1,19.11,success,round_robin,2026-04-30T08:13:54.448087
26,round_robin,path2_degraded,2,0,dropped,round_robin,2026-04-30T08:13:54.448116
27,round_robin,path2_degraded,1,16.54,success,round_robin,2026-04-30T08:13:54.464802
28,round_robin,path2_degraded,2,153.99,success,round_robin,2026-04-30T08:13:54.619034
29,round_robin,path2_degraded,1,15.66,success,round_robin,2026-04-30T08:13:54.634880
30,round_robin,path2_degraded,2,207.84,success,round_robin,2026-04-30T08:13:54.843060
31,round_robin,path2_degraded,1,19.71,success,round_robin,2026-04-30T08:13:54.862926
32,round_robin,path2_degraded,2,0,dropped,round_robin,2026-04-30T08:13:54.862955
33,round_robin,path2_degraded,1,19.28,success,round_robin,2026-04-30T08:13:54.882378
34,round_robin,path2_degraded,2,219.82,success,round_robin,2026-04-30T08:13:55.102448
35,round_robin,path2_degraded,1,24.45,success,round_robin,2026-04-30T08:13:55.127076
36,round_robin,path2_degraded,2,187.62,success,round_robin,2026-04-30T08:13:55.314909
37,round_robin,path2_degraded,1,24.33,success,round_robin,2026-04-30T08:13:55.339441
38,round_robin,path2_degraded,2,184.25,success,round_robin,2026-04-30T08:13:55.523921
39,round_robin,path2_degraded,1,20.9,success,round_robin,2026-04-30T08:13:55.545002
40,round_robin,path2_degraded,2,238.34,success,round_robin,2026-04-30T08:13:55.783649
41,round_robin,path2_degraded,1,22.72,success,round_robin,2026-04-30T08:13:55.806568
42,round_robin,path2_degraded,2,202.02,success,round_robin,2026-04-30T08:13:56.008865
43,round_robin,path2_degraded,1,18.49,success,round_robin,2026-04-30T08:13:56.027553
44,round_robin,path2_degraded,2,179.19,success,round_robin,2026-04-30T08:13:56.206970
45,round_robin,path2_degraded,1,16.44,success,round_robin,2026-04-30T08:13:56.223590
46,round_robin,path2_degraded,2,162.03,success,round_robin,2026-04-30T08:13:56.385871
47,round_robin,path2_degraded,1,18.65,success,round_robin,2026-04-30T08:13:56.404697
48,round_robin,path2_degraded,2,236.44,success,round_robin,2026-04-30T08:13:56.641379
49,round_robin,path2_degraded,1,22.68,success,round_robin,2026-04-30T08:13:56.664239
50,round_robin,path2_degraded,2,0,dropped,round_robin,2026-04-30T08:13:56.664270
51,round_robin,path2_degraded,1,15.41,success,round_robin,2026-04-30T08:13:56.679838
52,round_robin,path2_degraded,2,223.34,success,round_robin,2026-04-30T08:13:56.903476
53,round_robin,path2_degraded,1,22.07,success,round_robin,2026-04-30T08:13:56.925722
54,round_robin,path2_degraded,2,199.03,success,round_robin,2026-04-30T08:13:57.124993
55,round_robin,path2_degraded,1,22.38,success,round_robin,2026-04-30T08:13:57.147554
56,round_robin,path2_degraded,2,179.21,success,round_robin,2026-04-30T08:13:57.326984
57,round_robin,path2_degraded,1,24.46,success,round_robin,2026-04-30T08:13:57.351640
58,round_robin,path2_degraded,2,168.4,success,round_robin,2026-04-30T08:13:57.520279
59,round_robin,path2_degraded,1,20.93,success,round_robin,2026-04-30T08:13:57.541398
60,round_robin,path2_degraded,2,216.68,success,round_robin,2026-04-30T08:13:57.758294
61,round_robin,path2_degraded,1,17.95,success,round_robin,2026-04-30T08:13:57.776410
62,round_robin,path2_degraded,2,197.96,success,round_robin,2026-04-30T08:13:57.974671
63,round_robin,path2_degraded,1,23.45,success,round_robin,2026-04-30T08:13:57.998298
64,round_robin,path2_degraded,2,207.24,success,round_robin,2026-04-30T08:13:58.205789
65,round_robin,path2_degraded,1,22.42,success,round_robin,2026-04-30T08:13:58.228383
66,round_robin,path2_degraded,2,217.43,success,round_robin,2026-04-30T08:13:58.446043
67,round_robin,path2_degraded,1,17.63,success,round_robin,2026-04-30T08:13:58.463851
68,round_robin,path2_degraded,2,152.07,success,round_robin,2026-04-30T08:13:58.616156
69,round_robin,path2_degraded,1,21.14,success,round_robin,2026-04-30T08:13:58.637471
70,round_robin,path2_degraded,2,242.03,success,round_robin,2026-04-30T08:13:58.879737
71,round_robin,path2_degraded,1,21.1,success,round_robin,2026-04-30T08:13:58.900952
72,round_robin,path2_degraded,2,151.12,success,round_robin,2026-04-30T08:13:59.052284
73,round_robin,path2_degraded,1,21.77,success,round_robin,2026-04-30T08:13:59.074207
74,round_robin,path2_degraded,2,228.21,success,round_robin,2026-04-30T08:13:59.302754
75,round_robin,path2_degraded,1,15.24,success,round_robin,2026-04-30T08:13:59.318287
76,round_robin,path2_degraded,2,152.02,success,round_robin,2026-04-30T08:13:59.470538
77,round_robin,path2_degraded,1,18.77,success,round_robin,2026-04-30T08:13:59.489478
78,round_robin,path2_degraded,2,156.5,success,round_robin,2026-04-30T08:13:59.646263
79,round_robin,path2_degraded,1,17.09,success,round_robin,2026-04-30T08:13:59.663605
80,round_robin,path2_degraded,2,0,dropped,round_robin,2026-04-30T08:13:59.663635
81,round_robin,path2_degraded,1,17.01,success,round_robin,2026-04-30T08:13:59.680823
82,round_robin,path2_degraded,2,166.85,success,round_robin,2026-04-30T08:13:59.848178
83,round_robin,path2_degraded,1,23.6,success,round_robin,2026-04-30T08:13:59.871961
84,round_robin,path2_degraded,2,232.63,success,round_robin,2026-04-30T08:14:00.104889
85,round_robin,path2_degraded,1,19.16,success,round_robin,2026-04-30T08:14:00.124228
86,round_robin,path2_degraded,2,0,dropped,round_robin,2026-04-30T08:14:00.124257
87,round_robin,path2_degraded,1,15.59,success,round_robin,2026-04-30T08:14:00.140002
88,round_robin,path2_degraded,2,233.17,success,round_robin,2026-04-30T08:14:00.373532
89,round_robin,path2_degraded,1,21.51,success,round_robin,2026-04-30T08:14:00.395223
90,round_robin,path2_degraded,2,198.95,success,round_robin,2026-04-30T08:14:00.594413
91,round_robin,path2_degraded,1,21.77,success,round_robin,2026-04-30T08:14:00.616364
92,round_robin,path2_degraded,2,182.9,success,round_robin,2026-04-30T08:14:00.799445
93,round_robin,path2_degraded,1,17.05,success,round_robin,2026-04-30T08:14:00.816672
94,round_robin,path2_degraded,2,223.98,success,round_robin,2026-04-30T08:14:01.040943
95,round_robin,path2_degraded,1,22.82,success,round_robin,2026-04-30T08:14:01.063935
96,round_robin,path2_degraded,2,187.79,success,round_robin,2026-04-30T08:14:01.251951
97,round_robin,path2_degraded,1,16.02,success,round_robin,2026-04-30T08:14:01.268144
98,round_robin,path2_degraded,2,186.59,success,round_robin,2026-04-30T08:14:01.455028
99,round_robin,path2_degraded,1,20.19,success,round_robin,2026-04-30T08:14:01.475441
100,round_robin,path2_degraded,2,174.18,success,round_robin,2026-04-30T08:14:01.649845
1,lstm_predictor,path2_degraded,1,24.18,success,path2_predicted_degraded,2026-04-30T08:14:07.033841
2,lstm_predictor,path2_degraded,1,23.72,success,path2_predicted_degraded,2026-04-30T08:14:07.245590
3,lstm_predictor,path2_degraded,1,15.98,success,path2_predicted_degraded,2026-04-30T08:14:07.641655
4,lstm_predictor,path2_degraded,1,19.99,success,path2_predicted_degraded,2026-04-30T08:14:08.010153
5,lstm_predictor,path2_degraded,1,19.87,success,path2_predicted_degraded,2026-04-30T08:14:08.222777
6,lstm_predictor,path2_degraded,1,21.79,success,path2_predicted_degraded,2026-04-30T08:14:08.428460
7,lstm_predictor,path2_degraded,1,19.72,success,path2_predicted_degraded,2026-04-30T08:14:08.793402
8,lstm_predictor,path2_degraded,1,18.6,success,path2_predicted_degraded,2026-04-30T08:14:09.170241
9,lstm_predictor,path2_degraded,1,19.08,success,path2_predicted_degraded,2026-04-30T08:14:09.370435
10,lstm_predictor,path2_degraded,1,24.9,success,path2_predicted_degraded,2026-04-30T08:14:09.586860
11,lstm_predictor,path2_degraded,1,23.71,success,path2_predicted_degraded,2026-04-30T08:14:09.958192
12,lstm_predictor,path2_degraded,1,18.87,success,path2_predicted_degraded,2026-04-30T08:14:10.357419
13,lstm_predictor,path2_degraded,1,20.36,success,path2_predicted_degraded,2026-04-30T08:14:10.574181
14,lstm_predictor,path2_degraded,1,19.83,success,quality_based,2026-04-30T08:14:10.803155
15,lstm_predictor,path2_degraded,1,15.91,success,path2_predicted_degraded,2026-04-30T08:14:11.180507
16,lstm_predictor,path2_degraded,1,16.18,success,path2_predicted_degraded,2026-04-30T08:14:14.367176
17,lstm_predictor,path2_degraded,1,17.89,success,path2_predicted_degraded,2026-04-30T08:14:14.577268
18,lstm_predictor,path2_degraded,1,22.21,success,path2_predicted_degraded,2026-04-30T08:14:14.988119
19,lstm_predictor,path2_degraded,1,20.43,success,path2_predicted_degraded,2026-04-30T08:14:15.200089
20,lstm_predictor,path2_degraded,1,19.47,success,path2_predicted_degraded,2026-04-30T08:14:15.402878
21,lstm_predictor,path2_degraded,1,19.48,success,quality_based,2026-04-30T08:14:15.602510
22,lstm_predictor,path2_degraded,1,17.14,success,path2_predicted_degraded,2026-04-30T08:14:15.983827
23,lstm_predictor,path2_degraded,1,18.65,success,path2_predicted_degraded,2026-04-30T08:14:16.193083
24,lstm_predictor,path2_degraded,1,19.8,success,path2_predicted_degraded,2026-04-30T08:14:16.398076
25,lstm_predictor,path2_degraded,1,23.64,success,path2_predicted_degraded,2026-04-30T08:14:16.850710
26,lstm_predictor,path2_degraded,1,17.71,success,path2_predicted_degraded,2026-04-30T08:14:17.235358
27,lstm_predictor,path2_degraded,1,16.42,success,path2_predicted_degraded,2026-04-30T08:14:17.636259
28,lstm_predictor,path2_degraded,1,17.82,success,path2_predicted_degraded,2026-04-30T08:14:18.097838
29,lstm_predictor,path2_degraded,1,23.99,success,path2_predicted_degraded,2026-04-30T08:14:18.521864
30,lstm_predictor,path2_degraded,1,21.22,success,path2_predicted_degraded,2026-04-30T08:14:18.961317
31,lstm_predictor,path2_degraded,1,18.59,success,path2_predicted_degraded,2026-04-30T08:14:19.368146
32,lstm_predictor,path2_degraded,1,19.06,success,path2_predicted_degraded,2026-04-30T08:14:19.751642
33,lstm_predictor,path2_degraded,1,0,dropped,path2_predicted_degraded,2026-04-30T08:14:20.111399
34,lstm_predictor,path2_degraded,1,21.78,success,path2_predicted_degraded,2026-04-30T08:14:20.343908
35,lstm_predictor,path2_degraded,1,24.04,success,path2_predicted_degraded,2026-04-30T08:14:20.792135
36,lstm_predictor,path2_degraded,1,20.32,success,path2_predicted_degraded,2026-04-30T08:14:21.008485
37,lstm_predictor,path2_degraded,1,17.55,success,path2_predicted_degraded,2026-04-30T08:14:21.373413
38,lstm_predictor,path2_degraded,1,19.36,success,path2_predicted_degraded,2026-04-30T08:14:21.779653
39,lstm_predictor,path2_degraded,1,24.84,success,path2_predicted_degraded,2026-04-30T08:14:22.170625
40,lstm_predictor,path2_degraded,1,17.21,success,path2_predicted_degraded,2026-04-30T08:14:22.634653
41,lstm_predictor,path2_degraded,1,16.5,success,path2_predicted_degraded,2026-04-30T08:14:23.108933
42,lstm_predictor,path2_degraded,1,24.18,success,path2_predicted_degraded,2026-04-30T08:14:23.556523
43,lstm_predictor,path2_degraded,1,16.44,success,path2_predicted_degraded,2026-04-30T08:14:23.947469
44,lstm_predictor,path2_degraded,1,22.53,success,path2_predicted_degraded,2026-04-30T08:14:24.341188
45,lstm_predictor,path2_degraded,1,23.2,success,path2_predicted_degraded,2026-04-30T08:14:24.728560
46,lstm_predictor,path2_degraded,1,23.8,success,path2_predicted_degraded,2026-04-30T08:14:25.156420
47,lstm_predictor,path2_degraded,1,22.3,success,path2_predicted_degraded,2026-04-30T08:14:25.517479
48,lstm_predictor,path2_degraded,1,21.86,success,path2_predicted_degraded,2026-04-30T08:14:25.718762
49,lstm_predictor,path2_degraded,1,15.86,success,path2_predicted_degraded,2026-04-30T08:14:26.086766
50,lstm_predictor,path2_degraded,1,17.24,success,path2_predicted_degraded,2026-04-30T08:14:26.484794
51,lstm_predictor,path2_degraded,1,21.96,success,path2_predicted_degraded,2026-04-30T08:14:26.929167
52,lstm_predictor,path2_degraded,1,15.31,success,path2_predicted_degraded,2026-04-30T08:14:27.133196
53,lstm_predictor,path2_degraded,1,20.5,success,path2_predicted_degraded,2026-04-30T08:14:27.584630
54,lstm_predictor,path2_degraded,1,21.46,success,path2_predicted_degraded,2026-04-30T08:14:28.011850
55,lstm_predictor,path2_degraded,1,23.64,success,path2_predicted_degraded,2026-04-30T08:14:28.451796
56,lstm_predictor,path2_degraded,1,21.58,success,path2_predicted_degraded,2026-04-30T08:14:28.828866
57,lstm_predictor,path2_degraded,1,20.72,success,path2_predicted_degraded,2026-04-30T08:14:29.233146
58,lstm_predictor,path2_degraded,1,15.36,success,path2_predicted_degraded,2026-04-30T08:14:29.643042
59,lstm_predictor,path2_degraded,1,17.44,success,path2_predicted_degraded,2026-04-30T08:14:30.093648
60,lstm_predictor,path2_degraded,1,17.3,success,path2_predicted_degraded,2026-04-30T08:14:30.494318
61,lstm_predictor,path2_degraded,1,19.83,success,path2_predicted_degraded,2026-04-30T08:14:30.867367
62,lstm_predictor,path2_degraded,1,24.22,success,path2_predicted_degraded,2026-04-30T08:14:31.259634
63,lstm_predictor,path2_degraded,1,21.21,success,path2_predicted_degraded,2026-04-30T08:14:31.663671
64,lstm_predictor,path2_degraded,1,15.56,success,path2_predicted_degraded,2026-04-30T08:14:32.032319
65,lstm_predictor,path2_degraded,1,20.58,success,path2_predicted_degraded,2026-04-30T08:14:32.239894
66,lstm_predictor,path2_degraded,1,17.67,success,path2_predicted_degraded,2026-04-30T08:14:32.441808
67,lstm_predictor,path2_degraded,1,24.37,success,path2_predicted_degraded,2026-04-30T08:14:32.816567
68,lstm_predictor,path2_degraded,1,20.21,success,path2_predicted_degraded,2026-04-30T08:14:33.225203
69,lstm_predictor,path2_degraded,1,22.87,success,path2_predicted_degraded,2026-04-30T08:14:33.644242
70,lstm_predictor,path2_degraded,1,22.37,success,path2_predicted_degraded,2026-04-30T08:14:33.850103
71,lstm_predictor,path2_degraded,1,16.65,success,path2_predicted_degraded,2026-04-30T08:14:34.053146
72,lstm_predictor,path2_degraded,1,20.11,success,path2_predicted_degraded,2026-04-30T08:14:34.255218
73,lstm_predictor,path2_degraded,1,22.13,success,path2_predicted_degraded,2026-04-30T08:14:34.465032
74,lstm_predictor,path2_degraded,1,20.47,success,path2_predicted_degraded,2026-04-30T08:14:34.866165
75,lstm_predictor,path2_degraded,1,22.56,success,path2_predicted_degraded,2026-04-30T08:14:35.071200
76,lstm_predictor,path2_degraded,1,17.2,success,path2_predicted_degraded,2026-04-30T08:14:35.492338
77,lstm_predictor,path2_degraded,1,20.89,success,path2_predicted_degraded,2026-04-30T08:14:35.949818
78,lstm_predictor,path2_degraded,1,19.96,success,path2_predicted_degraded,2026-04-30T08:14:36.400400
79,lstm_predictor,path2_degraded,1,23.32,success,path2_predicted_degraded,2026-04-30T08:14:36.610574
80,lstm_predictor,path2_degraded,1,18.8,success,path2_predicted_degraded,2026-04-30T08:14:37.003799
81,lstm_predictor,path2_degraded,1,16.72,success,path2_predicted_degraded,2026-04-30T08:14:37.204646
82,lstm_predictor,path2_degraded,1,16.04,success,path2_predicted_degraded,2026-04-30T08:14:37.406040
83,lstm_predictor,path2_degraded,1,21.26,success,path2_predicted_degraded,2026-04-30T08:14:37.612702
84,lstm_predictor,path2_degraded,1,23.69,success,path2_predicted_degraded,2026-04-30T08:14:38.016923
85,lstm_predictor,path2_degraded,1,19.39,success,path2_predicted_degraded,2026-04-30T08:14:38.400608
86,lstm_predictor,path2_degraded,1,16.91,success,path2_predicted_degraded,2026-04-30T08:14:38.759093
87,lstm_predictor,path2_degraded,1,18.82,success,path2_predicted_degraded,2026-04-30T08:14:39.161829
88,lstm_predictor,path2_degraded,1,24.02,success,path2_predicted_degraded,2026-04-30T08:14:39.586374
89,lstm_predictor,path2_degraded,1,17.26,success,path2_predicted_degraded,2026-04-30T08:14:39.986016
90,lstm_predictor,path2_degraded,1,23.74,success,path2_predicted_degraded,2026-04-30T08:14:40.380663
91,lstm_predictor,path2_degraded,1,18.4,success,path2_predicted_degraded,2026-04-30T08:14:40.766180
92,lstm_predictor,path2_degraded,1,22.9,success,path2_predicted_degraded,2026-04-30T08:14:41.147614
93,lstm_predictor,path2_degraded,1,18.03,success,path2_predicted_degraded,2026-04-30T08:14:41.346393
94,lstm_predictor,path2_degraded,1,19.97,success,path2_predicted_degraded,2026-04-30T08:14:41.789681
95,lstm_predictor,path2_degraded,1,19.42,success,path2_predicted_degraded,2026-04-30T08:14:42.000729
96,lstm_predictor,path2_degraded,1,20.47,success,path2_predicted_degraded,2026-04-30T08:14:42.206577
97,lstm_predictor,path2_degraded,1,19.71,success,path2_predicted_degraded,2026-04-30T08:14:42.582646
98,lstm_predictor,path2_degraded,1,17.22,success,path2_predicted_degraded,2026-04-30T08:14:43.028000
99,lstm_predictor,path2_degraded,1,19.96,success,path2_predicted_degraded,2026-04-30T08:14:43.478801
100,lstm_predictor,path2_degraded,1,18.21,success,path2_predicted_degraded,2026-04-30T08:14:43.834456
1,round_robin,both_degraded,1,0,dropped,round_robin,2026-04-30T08:14:43.855509
2,round_robin,both_degraded,2,0,dropped,round_robin,2026-04-30T08:14:43.855530
3,round_robin,both_degraded,1,183.04,success,round_robin,2026-04-30T08:14:44.038765
4,round_robin,both_degraded,2,164.46,success,round_robin,2026-04-30T08:14:44.203491
5,round_robin,both_degraded,1,134.19,success,round_robin,2026-04-30T08:14:44.337855
6,round_robin,both_degraded,2,176.83,success,round_robin,2026-04-30T08:14:44.514824
7,round_robin,both_degraded,1,173.13,success,round_robin,2026-04-30T08:14:44.688243
8,round_robin,both_degraded,2,0,dropped,round_robin,2026-04-30T08:14:44.688273
9,round_robin,both_degraded,1,186.18,success,round_robin,2026-04-30T08:14:44.874738
10,round_robin,both_degraded,2,222.15,success,round_robin,2026-04-30T08:14:45.097123
11,round_robin,both_degraded,1,165.47,success,round_robin,2026-04-30T08:14:45.262822
12,round_robin,both_degraded,2,197.27,success,round_robin,2026-04-30T08:14:45.460376
